benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,attributes_en
1,REC-000011,Service,Installation,Return,Changed Mind,"{""sku"":""SKU-RRKM6TIV"",""upc"":""794949372100"",""name"":""פריט_w86cdp"",""size"":""One Size"",""tags"":[""ספורט""],""brand"":""מותג ב"",""color"":""קטן"",""price"":80.62,""rating"":""4.1"",""weight"":56.84,""material"":""עץ"",""inventory"":116,""dimensions"":{""width"":276,""height"":98,""length"":102},""createdDate"":""2025-10-12T20:16:33.934Z"",""description"":""מוצר בית בסיסי"",""lastModified"":""2026-03-22T04:55:54.881Z""}","{""region"":""MENA"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""18.86"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-21T12:08:22.170Z""}","{""sku"":""SKU-RRKM6TIV"",""upc"":""794949372100"",""name"":""Item_w86cdp"",""size"":""One Size"",""tags"":[""sports""],""brand"":""BrandB"",""color"":""small"",""price"":80.62,""rating"":""4.1"",""weight"":56.84,""material"":""Wood"",""inventory"":116,""dimensions"":{""width"":276,""height"":98,""length"":102},""createdDate"":""2025-10-12T20:16:33.934Z"",""description"":""A basic home product"",""lastModified"":""2026-03-22T04:55:54.881Z""}"
1,REC-000012,Account,Premium,Shipping,Signature,"{""sku"":""SKU-8DL7UV5X"",""upc"":""960521935024"",""name"":""פריט_z1sayh"",""size"":""M"",""tags"":[""ריהוט""],""brand"":""מותג ה"",""color"":""מקצועי"",""price"":80.04,""rating"":""4.2"",""weight"":3.47,""material"":""עור"",""inventory"":394,""dimensions"":{""width"":218,""height"":185,""length"":264},""createdDate"":""2026-02-19T19:46:52.891Z"",""description"":""מוצר מזון כחול"",""lastModified"":""2026-03-16T14:32:21.257Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Active"",""verified"":true,""confidence"":""44.05"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-24T16:04:57.123Z""}","{""sku"":""SKU-8DL7UV5X"",""upc"":""960521935024"",""name"":""Item_z1sayh"",""size"":""M"",""tags"":[""furniture""],""brand"":""BrandE"",""color"":""professional"",""price"":80.04,""rating"":""4.2"",""weight"":3.47,""material"":""Leather"",""inventory"":394,""dimensions"":{""width"":218,""height"":185,""length"":264},""createdDate"":""2026-02-19T19:46:52.891Z"",""description"":""A blue food product"",""lastModified"":""2026-03-16T14:32:21.257Z""}"
1,REC-000013,Transaction,Coupon,Product,Exclusive,"{""sku"":""SKU-6NGU0D1B"",""upc"":""946440937187"",""name"":""פריט_nyvcf"",""size"":""XXL"",""tags"":[""אמנות""],""brand"":""יוקרה"",""color"":""דלוקס"",""price"":46.73,""rating"":""2.3"",""weight"":12.78,""material"":""צמר"",""inventory"":450,""dimensions"":{""width"":417,""height"":71,""length"":337},""createdDate"":""2025-12-19T15:00:00.460Z"",""description"":""מוצר צעצועים צרכני"",""lastModified"":""2026-03-05T00:31:24.707Z""}","{""region"":""LATAM"",""source"":""User Submission"",""status"":""Review"",""verified"":false,""confidence"":""62.76"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-07T09:22:07.061Z""}","{""sku"":""SKU-6NGU0D1B"",""upc"":""946440937187"",""name"":""Item_nyvcf"",""size"":""XXL"",""tags"":[""art""],""brand"":""Luxury"",""color"":""deluxe"",""price"":46.73,""rating"":""2.3"",""weight"":12.78,""material"":""Wool"",""inventory"":450,""dimensions"":{""width"":417,""height"":71,""length"":337},""createdDate"":""2025-12-19T15:00:00.460Z"",""description"":""A consumer toys product"",""lastModified"":""2026-03-05T00:31:24.707Z""}"
1,REC-000014,Document,Terms,Document,Report,"{""sku"":""SKU-7NWYHCGE"",""upc"":""594209118181"",""name"":""פריט_s59fs4"",""size"":""L"",""tags"":[""בית""],""brand"":""גנרי"",""color"":""מקצועי"",""price"":11.66,""rating"":""3.7"",""weight"":18.97,""material"":""כותנה"",""inventory"":17,""dimensions"":{""width"":365,""height"":491,""length"":305},""createdDate"":""2025-10-29T03:50:45.337Z"",""description"":""מוצר ספורט צרכני"",""lastModified"":""2026-02-26T22:33:57.575Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Review"",""verified"":false,""confidence"":""50.39"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-03-17T22:15:01.514Z""}","{""sku"":""SKU-7NWYHCGE"",""upc"":""594209118181"",""name"":""Item_s59fs4"",""size"":""L"",""tags"":[""home""],""brand"":""Generic"",""color"":""professional"",""price"":11.66,""rating"":""3.7"",""weight"":18.97,""material"":""Cotton"",""inventory"":17,""dimensions"":{""width"":365,""height"":491,""length"":305},""createdDate"":""2025-10-29T03:50:45.337Z"",""description"":""A consumer sports product"",""lastModified"":""2026-02-26T22:33:57.575Z""}"
1,REC-000015,Feedback,Suggestion,Marketing,Social Media,"{""sku"":""SKU-0LAF2R6M"",""upc"":""351051250722"",""name"":""פריט_w0lglq"",""size"":""M"",""tags"":[""מוזיקה"",""אלקטרוניקה""],""brand"":""פרמיום"",""color"":""כחול"",""price"":2.62,""rating"":""3.3"",""weight"":52.12,""material"":""צמר"",""inventory"":692,""dimensions"":{""width"":462,""height"":380,""length"":208},""createdDate"":""2025-12-25T16:29:46.002Z"",""description"":""מוצר אלקטרוניקה גדול"",""lastModified"":""2026-03-05T02:22:28.587Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Active"",""verified"":true,""confidence"":""66.67"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-02-27T17:03:11.716Z""}","{""sku"":""SKU-0LAF2R6M"",""upc"":""351051250722"",""name"":""Item_w0lglq"",""size"":""M"",""tags"":[""music"",""electronics""],""brand"":""Premium"",""color"":""blue"",""price"":2.62,""rating"":""3.3"",""weight"":52.12,""material"":""Wool"",""inventory"":692,""dimensions"":{""width"":462,""height"":380,""length"":208},""createdDate"":""2025-12-25T16:29:46.002Z"",""description"":""A large electronics product"",""lastModified"":""2026-03-05T02:22:28.587Z""}"
1,REC-000016,Content,Video,Marketing,Paid Ads,"{""sku"":""SKU-AJHG6FRN"",""upc"":""751269062175"",""name"":""פריט_1fp3ji"",""size"":""M"",""tags"":[""אמנות"",""אלקטרוניקה"",""אלקטרוניקה"",""ביגוד""],""brand"":""יוקרה"",""color"":""בסיסי"",""price"":1.6,""rating"":""2.5"",""weight"":89.38,""material"":""צמר"",""inventory"":823,""dimensions"":{""width"":389,""height"":475,""length"":253},""createdDate"":""2025-05-19T05:12:16.098Z"",""description"":""מוצר ספרים כחול"",""lastModified"":""2026-03-15T02:55:39.642Z""}","{""region"":""US"",""source"":""Web Scrape"",""status"":""Inactive"",""verified"":false,""confidence"":""12.99"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-13T08:37:16.133Z""}","{""sku"":""SKU-AJHG6FRN"",""upc"":""751269062175"",""name"":""Item_1fp3ji"",""size"":""M"",""tags"":[""art"",""electronics"",""electronics"",""clothing""],""brand"":""Luxury"",""color"":""basic"",""price"":1.6,""rating"":""2.5"",""weight"":89.38,""material"":""Wool"",""inventory"":823,""dimensions"":{""width"":389,""height"":475,""length"":253},""createdDate"":""2025-05-19T05:12:16.098Z"",""description"":""A blue books product"",""lastModified"":""2026-03-15T02:55:39.642Z""}"
1,REC-000017,Alert,Security,Complaint,Billing,"{""sku"":""SKU-B6YWXQZ1"",""upc"":""12467604932"",""name"":""פריט_wena5"",""size"":""XL"",""tags"":[""ספורט"",""מזון"",""צעצועים""],""brand"":""מותג ד"",""color"":""אדום"",""price"":87.88,""rating"":""0.1"",""weight"":71.3,""material"":""צמר"",""inventory"":140,""dimensions"":{""width"":306,""height"":58,""length"":138},""createdDate"":""2026-02-19T13:03:05.560Z"",""description"":""מוצר צעצועים כחול"",""lastModified"":""2026-03-06T21:08:38.597Z""}","{""region"":""EU"",""source"":""API"",""status"":""Inactive"",""verified"":false,""confidence"":""29.58"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-03-24T15:41:48.947Z""}","{""sku"":""SKU-B6YWXQZ1"",""upc"":""12467604932"",""name"":""Item_wena5"",""size"":""XL"",""tags"":[""sports"",""food"",""toys""],""brand"":""BrandD"",""color"":""red"",""price"":87.88,""rating"":""0.1"",""weight"":71.3,""material"":""Wool"",""inventory"":140,""dimensions"":{""width"":306,""height"":58,""length"":138},""createdDate"":""2026-02-19T13:03:05.560Z"",""description"":""A blue toys product"",""lastModified"":""2026-03-06T21:08:38.597Z""}"
1,REC-000018,Return,Recall,Transaction,Insurance,"{""sku"":""SKU-VGPG5KQZ"",""upc"":""663254205089"",""name"":""פריט_t2ozmp"",""size"":""L"",""tags"":[""בית""],""brand"":""מותג ד"",""color"":""גדול"",""price"":28.19,""rating"":""3.3"",""weight"":23.13,""material"":""זכוכית"",""inventory"":375,""dimensions"":{""width"":90,""height"":258,""length"":312},""createdDate"":""2025-09-22T23:42:20.797Z"",""description"":""מוצר ביגוד אדום"",""lastModified"":""2026-03-23T04:11:24.970Z""}","{""region"":""EU"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":true,""confidence"":""78.20"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-22T01:48:21.198Z""}","{""sku"":""SKU-VGPG5KQZ"",""upc"":""663254205089"",""name"":""Item_t2ozmp"",""size"":""L"",""tags"":[""home""],""brand"":""BrandD"",""color"":""large"",""price"":28.19,""rating"":""3.3"",""weight"":23.13,""material"":""Glass"",""inventory"":375,""dimensions"":{""width"":90,""height"":258,""length"":312},""createdDate"":""2025-09-22T23:42:20.797Z"",""description"":""A red clothing product"",""lastModified"":""2026-03-23T04:11:24.970Z""}"
1,REC-000019,Document,Shipping Label,Document,Guide,"{""sku"":""SKU-SO8ZZIT5"",""upc"":""482067557814"",""name"":""פריט_oiatt"",""size"":""XL"",""tags"":[""ספרים""],""brand"":""מותג א"",""color"":""כחול"",""price"":51,""rating"":""0.4"",""weight"":94.28,""material"":""פלסטיק"",""inventory"":734,""dimensions"":{""width"":6,""height"":421,""length"":54},""createdDate"":""2025-09-21T06:33:02.532Z"",""description"":""מוצר ביגוד סטנדרטי"",""lastModified"":""2026-03-26T14:24:01.955Z""}","{""region"":""MENA"",""source"":""API"",""status"":""Archived"",""verified"":false,""confidence"":""42.37"",""department"":""Operations"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-16T07:02:41.511Z""}","{""sku"":""SKU-SO8ZZIT5"",""upc"":""482067557814"",""name"":""Item_oiatt"",""size"":""XL"",""tags"":[""books""],""brand"":""BrandA"",""color"":""blue"",""price"":51,""rating"":""0.4"",""weight"":94.28,""material"":""Plastic"",""inventory"":734,""dimensions"":{""width"":6,""height"":421,""length"":54},""createdDate"":""2025-09-21T06:33:02.532Z"",""description"":""A standard clothing product"",""lastModified"":""2026-03-26T14:24:01.955Z""}"
1,REC-000020,Service,Standard,Service,Delivery,"{""sku"":""SKU-XQMO7BN7"",""upc"":""705418996177"",""name"":""פריט_k17ksn"",""size"":""XL"",""tags"":[""בית"",""מוזיקה"",""מזון"",""ריהוט""],""brand"":""מותג ד"",""color"":""דלוקס"",""price"":54.16,""rating"":""1.1"",""weight"":81.87,""material"":""פוליאסטר"",""inventory"":467,""dimensions"":{""width"":113,""height"":117,""length"":83},""createdDate"":""2025-07-14T10:01:37.308Z"",""description"":""מוצר אלקטרוניקה בסיסי"",""lastModified"":""2026-03-15T09:50:02.871Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Active"",""verified"":true,""confidence"":""49.16"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-23T16:11:53.070Z""}","{""sku"":""SKU-XQMO7BN7"",""upc"":""705418996177"",""name"":""Item_k17ksn"",""size"":""XL"",""tags"":[""home"",""music"",""food"",""furniture""],""brand"":""BrandD"",""color"":""deluxe"",""price"":54.16,""rating"":""1.1"",""weight"":81.87,""material"":""Polyester"",""inventory"":467,""dimensions"":{""width"":113,""height"":117,""length"":83},""createdDate"":""2025-07-14T10:01:37.308Z"",""description"":""A basic electronics product"",""lastModified"":""2026-03-15T09:50:02.871Z""}"
1,REC-000021,Return,Full,Return,Defective,"{""sku"":""SKU-L87E7WEU"",""upc"":""468897214889"",""name"":""פריט_6lpxgk"",""size"":""XS"",""tags"":[""מזון"",""אלקטרוניקה""],""brand"":""מותג ד"",""color"":""כחול"",""price"":35.71,""rating"":""2.3"",""weight"":81.22,""material"":""כותנה"",""inventory"":489,""dimensions"":{""width"":34,""height"":353,""length"":443},""createdDate"":""2025-06-01T07:29:20.625Z"",""description"":""מוצר צעצועים סטנדרטי"",""lastModified"":""2026-03-17T12:51:08.492Z""}","{""region"":""EU"",""source"":""API"",""status"":""Active"",""verified"":false,""confidence"":""75.17"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-11T06:00:40.201Z""}","{""sku"":""SKU-L87E7WEU"",""upc"":""468897214889"",""name"":""Item_6lpxgk"",""size"":""XS"",""tags"":[""food"",""electronics""],""brand"":""BrandD"",""color"":""blue"",""price"":35.71,""rating"":""2.3"",""weight"":81.22,""material"":""Cotton"",""inventory"":489,""dimensions"":{""width"":34,""height"":353,""length"":443},""createdDate"":""2025-06-01T07:29:20.625Z"",""description"":""A standard toys product"",""lastModified"":""2026-03-17T12:51:08.492Z""}"
1,REC-000022,Service,Training,Service,Installation,"{""sku"":""SKU-U691ROC2"",""upc"":""644900188065"",""name"":""פריט_yy2dbh"",""size"":""XL"",""tags"":[""ביגוד"",""מוזיקה"",""צעצועים"",""צעצועים""],""brand"":""מותג א"",""color"":""בסיסי"",""price"":40.68,""rating"":""3.6"",""weight"":71.72,""material"":""פלסטיק"",""inventory"":54,""dimensions"":{""width"":149,""height"":380,""length"":413},""createdDate"":""2025-06-01T19:59:00.202Z"",""description"":""מוצר ספורט דלוקס"",""lastModified"":""2026-03-27T03:33:27.571Z""}","{""region"":""EU"",""source"":""Web Scrape"",""status"":""Review"",""verified"":true,""confidence"":""7.12"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-10T15:01:19.058Z""}","{""sku"":""SKU-U691ROC2"",""upc"":""644900188065"",""name"":""Item_yy2dbh"",""size"":""XL"",""tags"":[""clothing"",""music"",""toys"",""toys""],""brand"":""BrandA"",""color"":""basic"",""price"":40.68,""rating"":""3.6"",""weight"":71.72,""material"":""Plastic"",""inventory"":54,""dimensions"":{""width"":149,""height"":380,""length"":413},""createdDate"":""2025-06-01T19:59:00.202Z"",""description"":""A deluxe sports product"",""lastModified"":""2026-03-27T03:33:27.571Z""}"
