benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,en_attributes,confidence
2,REC-000011,Product,Licensed,Product,Physical,"{""sku"": ""SKU-MTS5PS86"", ""upc"": ""418552400236"", ""name"": ""Article_0qbpzv"", ""size"": ""XL"", ""tags"": [""musique""], ""brand"": ""Générique"", ""color"": ""standard"", ""price"": 25.25, ""rating"": ""3.9"", ""weight"": 28.54, ""material"": ""Laine"", ""inventory"": 264, ""dimensions"": {""width"": 142, ""height"": 64, ""length"": 171}, ""createdDate"": ""2025-06-05T18:27:34.514Z"", ""description"": ""Un produit de électronique professionnel"", ""lastModified"": ""2026-02-25T17:32:17.453Z""}","{""region"": ""APAC"", ""source"": ""Importation"", ""status"": ""Inactif"", ""verified"": true, ""confidence"": ""70.17"", ""department"": ""Support"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-02-27T20:49:10.218Z""}","{""sku"":""SKU-MTS5PS86"",""upc"":""418552400236"",""name"":""Item_0qbpzv"",""size"":""XL"",""tags"":[""music""],""brand"":""Generic"",""color"":""standard"",""price"":25.25,""rating"":""3.9"",""weight"":28.54,""material"":""Wool"",""inventory"":264,""dimensions"":{""width"":142,""height"":64,""length"":171},""createdDate"":""2025-06-05T18:27:34.514Z"",""description"":""A professional electronics product"",""lastModified"":""2026-02-25T17:32:17.453Z""}",0.702
2,REC-000012,Alert,Warning,Alert,Debug,"{""sku"": ""SKU-277U384Y"", ""upc"": ""310614383900"", ""name"": ""Article_ifqvok"", ""size"": ""XS"", ""tags"": [""meubles"", ""livres"", ""électronique""], ""brand"": ""Économique"", ""color"": ""premium"", ""price"": 83.43, ""rating"": ""2.5"", ""weight"": 77.1, ""material"": ""Polyester"", ""inventory"": 313, ""dimensions"": {""width"": 273, ""height"": 345, ""length"": 136}, ""createdDate"": ""2025-05-22T23:02:12.876Z"", ""description"": ""Un produit de livres grand public"", ""lastModified"": ""2026-03-15T13:58:44.426Z""}","{""region"": ""APAC"", ""source"": ""Importation"", ""status"": ""Inactif"", ""verified"": false, ""confidence"": ""75.39"", ""department"": ""Support"", ""dataQuality"": ""Moyenne"", ""lastChecked"": ""2026-03-25T03:24:37.113Z""}","{""sku"":""SKU-277U384Y"",""upc"":""310614383900"",""name"":""Item_ifqvok"",""size"":""XS"",""tags"":[""furniture"",""books"",""electronics""],""brand"":""Budget"",""color"":""premium"",""price"":83.43,""rating"":""2.5"",""weight"":77.1,""material"":""Polyester"",""inventory"":313,""dimensions"":{""width"":273,""height"":345,""length"":136},""createdDate"":""2025-05-22T23:02:12.876Z"",""description"":""A consumer books product"",""lastModified"":""2026-03-15T13:58:44.426Z""}",0.754
2,REC-000013,Service,Support,Service,Express,"{""sku"": ""SKU-AUM137JM"", ""upc"": ""166597403646"", ""name"": ""Article_2lbj86"", ""size"": ""One Size"", ""tags"": [""meubles"", ""art"", ""meubles""], ""brand"": ""Économique"", ""color"": ""de luxe"", ""price"": 44.04, ""rating"": ""1.3"", ""weight"": 62.09, ""material"": ""Nylon"", ""inventory"": 341, ""dimensions"": {""width"": 496, ""height"": 69, ""length"": 107}, ""createdDate"": ""2025-08-27T12:02:24.086Z"", ""description"": ""Un produit de alimentation premium"", ""lastModified"": ""2026-03-06T16:02:36.663Z""}","{""region"": ""LATAM"", ""source"": ""API"", ""status"": ""Inactif"", ""verified"": false, ""confidence"": ""58.31"", ""department"": ""Marketing"", ""dataQuality"": ""Moyenne"", ""lastChecked"": ""2026-03-12T09:40:43.895Z""}","{""sku"":""SKU-AUM137JM"",""upc"":""166597403646"",""name"":""Item_2lbj86"",""size"":""One Size"",""tags"":[""furniture"",""art"",""furniture""],""brand"":""Budget"",""color"":""deluxe"",""price"":44.04,""rating"":""1.3"",""weight"":62.09,""material"":""Nylon"",""inventory"":341,""dimensions"":{""width"":496,""height"":69,""length"":107},""createdDate"":""2025-08-27T12:02:24.086Z"",""description"":""A premium food product"",""lastModified"":""2026-03-06T16:02:36.663Z""}",0.583
2,REC-000014,System,Authentication,System,Security,"{""sku"": ""SKU-UYPJ6X36"", ""upc"": ""998056963877"", ""name"": ""Article_2qkz29"", ""size"": ""XL"", ""tags"": [""électronique"", ""maison"", ""meubles"", ""sport"", ""jouets""], ""brand"": ""Générique"", ""color"": ""rouge"", ""price"": 25.4, ""rating"": ""3.9"", ""weight"": 84.36, ""material"": ""Bois"", ""inventory"": 424, ""dimensions"": {""width"": 317, ""height"": 106, ""length"": 321}, ""createdDate"": ""2026-01-31T00:24:14.650Z"", ""description"": ""Un produit de jouets grand public"", ""lastModified"": ""2026-03-08T23:29:48.234Z""}","{""region"": ""LATAM"", ""source"": ""Soumission Utilisateur"", ""status"": ""Archivé"", ""verified"": true, ""confidence"": ""90.00"", ""department"": ""Ventes"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-03-24T14:40:13.390Z""}","{""sku"":""SKU-UYPJ6X36"",""upc"":""998056963877"",""name"":""Item_2qkz29"",""size"":""XL"",""tags"":[""electronics"",""home"",""furniture"",""sports"",""toys""],""brand"":""Generic"",""color"":""red"",""price"":25.4,""rating"":""3.9"",""weight"":84.36,""material"":""Wood"",""inventory"":424,""dimensions"":{""width"":317,""height"":106,""length"":321},""createdDate"":""2026-01-31T00:24:14.650Z"",""description"":""A consumer toys product"",""lastModified"":""2026-03-08T23:29:48.234Z""}",0.900
2,REC-000015,Complaint,Safety,Complaint,Quality,"{""sku"": ""SKU-R4ZIW929"", ""upc"": ""113104921550"", ""name"": ""Article_71opztf"", ""size"": ""XS"", ""tags"": [""sport"", ""vêtements"", ""art"", ""électronique""], ""brand"": ""MarqueD"", ""color"": ""bleu"", ""price"": 90.95, ""rating"": ""0.6"", ""weight"": 11.68, ""material"": ""Nylon"", ""inventory"": 406, ""dimensions"": {""width"": 487, ""height"": 54, ""length"": 29}, ""createdDate"": ""2025-05-07T07:02:14.085Z"", ""description"": ""Un produit de musique premium"", ""lastModified"": ""2026-03-20T23:55:51.819Z""}","{""region"": ""EU"", ""source"": ""Importation"", ""status"": ""Révision"", ""verified"": false, ""confidence"": ""37.72"", ""department"": ""Opérations"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-03-15T08:38:02.626Z""}","{""sku"":""SKU-R4ZIW929"",""upc"":""113104921550"",""name"":""Item_71opztf"",""size"":""XS"",""tags"":[""sports"",""clothing"",""art"",""electronics""],""brand"":""BrandD"",""color"":""blue"",""price"":90.95,""rating"":""0.6"",""weight"":11.68,""material"":""Nylon"",""inventory"":406,""dimensions"":{""width"":487,""height"":54,""length"":29},""createdDate"":""2025-05-07T07:02:14.085Z"",""description"":""A premium music product"",""lastModified"":""2026-03-20T23:55:51.819Z""}",0.377
2,REC-000016,Analytics,Conversion,Support,Video Tutorial,"{""sku"": ""SKU-28BYKZHY"", ""upc"": ""555962277683"", ""name"": ""Article_ytt5on"", ""size"": ""L"", ""tags"": [""nourriture"", ""nourriture"", ""musique"", ""art"", ""vêtements""], ""brand"": ""Premium"", ""color"": ""basique"", ""price"": 9.98, ""rating"": ""0.8"", ""weight"": 19.18, ""material"": ""Plastique"", ""inventory"": 753, ""dimensions"": {""width"": 458, ""height"": 425, ""length"": 177}, ""createdDate"": ""2025-10-23T02:51:43.720Z"", ""description"": ""Un produit de art grand public"", ""lastModified"": ""2026-03-24T05:56:07.552Z""}","{""region"": ""EU"", ""source"": ""Importation"", ""status"": ""Révision"", ""verified"": false, ""confidence"": ""46.86"", ""department"": ""Ventes"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-03-27T05:36:42.034Z""}","{""sku"":""SKU-28BYKZHY"",""upc"":""555962277683"",""name"":""Item_ytt5on"",""size"":""L"",""tags"":[""food"",""food"",""music"",""art"",""clothing""],""brand"":""Premium"",""color"":""basic"",""price"":9.98,""rating"":""0.8"",""weight"":19.18,""material"":""Plastic"",""inventory"":753,""dimensions"":{""width"":458,""height"":425,""length"":177},""createdDate"":""2025-10-23T02:51:43.720Z"",""description"":""A consumer art product"",""lastModified"":""2026-03-24T05:56:07.552Z""}",0.469
2,REC-000017,Product,Licensed,Return,Wrong Item,"{""sku"": ""SKU-F8C4L35Y"", ""upc"": ""872209761982"", ""name"": ""Article_b8701m"", ""size"": ""One Size"", ""tags"": [""meubles"", ""livres""], ""brand"": ""MarqueA"", ""color"": ""de luxe"", ""price"": 70.97, ""rating"": ""3.4"", ""weight"": 39.77, ""material"": ""Bois"", ""inventory"": 910, ""dimensions"": {""width"": 72, ""height"": 226, ""length"": 497}, ""createdDate"": ""2025-06-07T20:31:21.405Z"", ""description"": ""Un produit de électronique standard"", ""lastModified"": ""2026-02-28T23:06:58.927Z""}","{""region"": ""LATAM"", ""source"": ""Saisie Manuelle"", ""status"": ""En attente"", ""verified"": true, ""confidence"": ""3.92"", ""department"": ""Support"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-03-15T07:03:25.261Z""}","{""sku"":""SKU-F8C4L35Y"",""upc"":""872209761982"",""name"":""Item_b8701m"",""size"":""One Size"",""tags"":[""furniture"",""books""],""brand"":""BrandA"",""color"":""deluxe"",""price"":70.97,""rating"":""3.4"",""weight"":39.77,""material"":""Wood"",""inventory"":910,""dimensions"":{""width"":72,""height"":226,""length"":497},""createdDate"":""2025-06-07T20:31:21.405Z"",""description"":""A standard electronics product"",""lastModified"":""2026-02-28T23:06:58.927Z""}",0.039
2,REC-000018,User,Individual,User,Influencer,"{""sku"": ""SKU-68YJZQ6I"", ""upc"": ""639981670645"", ""name"": ""Article_9pg919i"", ""size"": ""XS"", ""tags"": [""art""], ""brand"": ""Générique"", ""color"": ""basique"", ""price"": 85.32, ""rating"": ""5.0"", ""weight"": 10.99, ""material"": ""Coton"", ""inventory"": 335, ""dimensions"": {""width"": 358, ""height"": 464, ""length"": 238}, ""createdDate"": ""2025-04-10T12:16:49.723Z"", ""description"": ""Un produit de mobilier premium"", ""lastModified"": ""2026-03-22T01:41:17.482Z""}","{""region"": ""LATAM"", ""source"": ""API"", ""status"": ""Actif"", ""verified"": false, ""confidence"": ""31.17"", ""department"": ""Support"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-02-27T22:28:57.144Z""}","{""sku"":""SKU-68YJZQ6I"",""upc"":""639981670645"",""name"":""Item_9pg919i"",""size"":""XS"",""tags"":[""art""],""brand"":""Generic"",""color"":""basic"",""price"":85.32,""rating"":""5.0"",""weight"":10.99,""material"":""Cotton"",""inventory"":335,""dimensions"":{""width"":358,""height"":464,""length"":238},""createdDate"":""2025-04-10T12:16:49.723Z"",""description"":""A premium furniture product"",""lastModified"":""2026-03-22T01:41:17.482Z""}",0.312
2,REC-000019,Security,VPN,Support,Chat,"{""sku"": ""SKU-844GEI74"", ""upc"": ""583385499418"", ""name"": ""Article_mqu5vf"", ""size"": ""One Size"", ""tags"": [""maison""], ""brand"": ""Premium"", ""color"": ""standard"", ""price"": 64.11, ""rating"": ""4.5"", ""weight"": 99.68, ""material"": ""Bois"", ""inventory"": 53, ""dimensions"": {""width"": 1, ""height"": 334, ""length"": 99}, ""createdDate"": ""2025-07-11T15:36:17.768Z"", ""description"": ""Un produit de art bleu"", ""lastModified"": ""2026-03-15T13:20:09.055Z""}","{""region"": ""APAC"", ""source"": ""Saisie Manuelle"", ""status"": ""Archivé"", ""verified"": false, ""confidence"": ""16.75"", ""department"": ""Finance"", ""dataQuality"": ""Élevée"", ""lastChecked"": ""2026-03-10T22:31:22.770Z""}","{""sku"":""SKU-844GEI74"",""upc"":""583385499418"",""name"":""Item_mqu5vf"",""size"":""One Size"",""tags"":[""home""],""brand"":""Premium"",""color"":""standard"",""price"":64.11,""rating"":""4.5"",""weight"":99.68,""material"":""Wood"",""inventory"":53,""dimensions"":{""width"":1,""height"":334,""length"":99},""createdDate"":""2025-07-11T15:36:17.768Z"",""description"":""A blue art product"",""lastModified"":""2026-03-15T13:20:09.055Z""}",0.168
2,REC-000020,Complaint,Safety,Service,Premium,,"{""region"": ""LATAM"", ""source"": ""API"", ""status"": ""En attente"", ""verified"": true, ""confidence"": ""14.46"", ""department"": ""Support"", ""dataQuality"": ""Faible"", ""lastChecked"": ""2026-02-26T19:17:33.526Z""}",,0.145
2,REC-000021,Alert,Security,Account,Enterprise,"{""sku"": ""SKU-1JEXGYJU"", ""upc"": ""286285480292"", ""name"": ""Article_556vb"", ""size"": ""XS"", ""tags"": [""vêtements"", ""musique"", ""maison""], ""brand"": ""MarqueB"", ""color"": ""de luxe"", ""price"": 57.71, ""rating"": ""1.0"", ""weight"": 94.89, ""material"": ""Métal"", ""inventory"": 960, ""dimensions"": {""width"": 3, ""height"": 374, ""length"": 82}, ""createdDate"": ""2025-05-21T18:55:41.500Z"", ""description"": ""Un produit de vêtements standard"", ""lastModified"": ""2026-03-06T18:20:05.756Z""}","{""region"": ""EU"", ""source"": ""API"", ""status"": ""En attente"", ""verified"": false, ""confidence"": ""32.08"", ""department"": ""Finance"", ""dataQuality"": ""Moyenne"", ""lastChecked"": ""2026-03-05T14:20:09.461Z""}","{""sku"":""SKU-1JEXGYJU"",""upc"":""286285480292"",""name"":""Item_556vb"",""size"":""XS"",""tags"":[""clothing"",""music"",""home""],""brand"":""BrandB"",""color"":""deluxe"",""price"":57.71,""rating"":""1.0"",""weight"":94.89,""material"":""Metal"",""inventory"":960,""dimensions"":{""width"":3,""height"":374,""length"":82},""createdDate"":""2025-05-21T18:55:41.500Z"",""description"":""A standard clothing product"",""lastModified"":""2026-03-06T18:20:05.756Z""}",0.321
