benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,attributes_en
2,REC-000011,Product,Licensed,Product,Physical,"{""sku"":""SKU-MTS5PS86"",""upc"":""418552400236"",""name"":""פריט_0qbpzv"",""size"":""XL"",""tags"":[""מוזיקה""],""brand"":""גנרי"",""color"":""סטנדרטי"",""price"":25.25,""rating"":""3.9"",""weight"":28.54,""material"":""צמר"",""inventory"":264,""dimensions"":{""width"":142,""height"":64,""length"":171},""createdDate"":""2025-06-05T18:27:34.514Z"",""description"":""מוצר אלקטרוניקה מקצועי"",""lastModified"":""2026-02-25T17:32:17.453Z""}","{""region"":""APAC"",""source"":""Import"",""status"":""Inactive"",""verified"":true,""confidence"":""70.17"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-02-27T20:49:10.218Z""}","{""sku"":""SKU-MTS5PS86"",""upc"":""418552400236"",""name"":""Item_0qbpzv"",""size"":""XL"",""tags"":[""music""],""brand"":""Generic"",""color"":""standard"",""price"":25.25,""rating"":""3.9"",""weight"":28.54,""material"":""Wool"",""inventory"":264,""dimensions"":{""width"":142,""height"":64,""length"":171},""createdDate"":""2025-06-05T18:27:34.514Z"",""description"":""A professional electronics product"",""lastModified"":""2026-02-25T17:32:17.453Z""}"
2,REC-000012,Alert,Warning,Alert,Debug,"{""sku"":""SKU-277U384Y"",""upc"":""310614383900"",""name"":""פריט_ifqvok"",""size"":""XS"",""tags"":[""ריהוט"",""ספרים"",""אלקטרוניקה""],""brand"":""תקציב"",""color"":""פרמיום"",""price"":83.43,""rating"":""2.5"",""weight"":77.1,""material"":""פוליאסטר"",""inventory"":313,""dimensions"":{""width"":273,""height"":345,""length"":136},""createdDate"":""2025-05-22T23:02:12.876Z"",""description"":""מוצר ספרים צרכני"",""lastModified"":""2026-03-15T13:58:44.426Z""}","{""region"":""APAC"",""source"":""Import"",""status"":""Inactive"",""verified"":false,""confidence"":""75.39"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-25T03:24:37.113Z""}","{""sku"":""SKU-277U384Y"",""upc"":""310614383900"",""name"":""Item_ifqvok"",""size"":""XS"",""tags"":[""furniture"",""books"",""electronics""],""brand"":""Budget"",""color"":""premium"",""price"":83.43,""rating"":""2.5"",""weight"":77.1,""material"":""Polyester"",""inventory"":313,""dimensions"":{""width"":273,""height"":345,""length"":136},""createdDate"":""2025-05-22T23:02:12.876Z"",""description"":""A consumer books product"",""lastModified"":""2026-03-15T13:58:44.426Z""}"
2,REC-000013,Service,Support,Service,Express,"{""sku"":""SKU-AUM137JM"",""upc"":""166597403646"",""name"":""פריט_2lbj86"",""size"":""One Size"",""tags"":[""ריהוט"",""אמנות"",""ריהוט""],""brand"":""תקציב"",""color"":""דלוקס"",""price"":44.04,""rating"":""1.3"",""weight"":62.09,""material"":""ניילון"",""inventory"":341,""dimensions"":{""width"":496,""height"":69,""length"":107},""createdDate"":""2025-08-27T12:02:24.086Z"",""description"":""מוצר מזון פרמיום"",""lastModified"":""2026-03-06T16:02:36.663Z""}","{""region"":""LATAM"",""source"":""API"",""status"":""Inactive"",""verified"":false,""confidence"":""58.31"",""department"":""Marketing"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-12T09:40:43.895Z""}","{""sku"":""SKU-AUM137JM"",""upc"":""166597403646"",""name"":""Item_2lbj86"",""size"":""One Size"",""tags"":[""furniture"",""art"",""furniture""],""brand"":""Budget"",""color"":""deluxe"",""price"":44.04,""rating"":""1.3"",""weight"":62.09,""material"":""Nylon"",""inventory"":341,""dimensions"":{""width"":496,""height"":69,""length"":107},""createdDate"":""2025-08-27T12:02:24.086Z"",""description"":""A premium food product"",""lastModified"":""2026-03-06T16:02:36.663Z""}"
2,REC-000014,System,Authentication,System,Security,"{""sku"":""SKU-UYPJ6X36"",""upc"":""998056963877"",""name"":""פריט_2qkz29"",""size"":""XL"",""tags"":[""אלקטרוניקה"",""בית"",""ריהוט"",""ספורט"",""צעצועים""],""brand"":""גנרי"",""color"":""אדום"",""price"":25.4,""rating"":""3.9"",""weight"":84.36,""material"":""עץ"",""inventory"":424,""dimensions"":{""width"":317,""height"":106,""length"":321},""createdDate"":""2026-01-31T00:24:14.650Z"",""description"":""מוצר צעצועים צרכני"",""lastModified"":""2026-03-08T23:29:48.234Z""}","{""region"":""LATAM"",""source"":""User Submission"",""status"":""Archived"",""verified"":true,""confidence"":""90.00"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-24T14:40:13.390Z""}","{""sku"":""SKU-UYPJ6X36"",""upc"":""998056963877"",""name"":""Item_2qkz29"",""size"":""XL"",""tags"":[""electronics"",""home"",""furniture"",""sports"",""toys""],""brand"":""Generic"",""color"":""red"",""price"":25.4,""rating"":""3.9"",""weight"":84.36,""material"":""Wood"",""inventory"":424,""dimensions"":{""width"":317,""height"":106,""length"":321},""createdDate"":""2026-01-31T00:24:14.650Z"",""description"":""A consumer toys product"",""lastModified"":""2026-03-08T23:29:48.234Z""}"
2,REC-000015,Complaint,Safety,Complaint,Pricing,"{""sku"":""SKU-R4ZIW929"",""upc"":""113104921550"",""name"":""פריט_71opztf"",""size"":""XS"",""tags"":[""ספורט"",""ביגוד"",""אמנות"",""אלקטרוניקה""],""brand"":""מותג ד"",""color"":""כחול"",""price"":90.95,""rating"":""0.6"",""weight"":11.68,""material"":""ניילון"",""inventory"":406,""dimensions"":{""width"":487,""height"":54,""length"":29},""createdDate"":""2025-05-07T07:02:14.085Z"",""description"":""מוצר מוזיקה פרמיום"",""lastModified"":""2026-03-20T23:55:51.819Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""37.72"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-15T08:38:02.626Z""}","{""sku"":""SKU-R4ZIW929"",""upc"":""113104921550"",""name"":""Item_71opztf"",""size"":""XS"",""tags"":[""sports"",""clothing"",""art"",""electronics""],""brand"":""BrandD"",""color"":""blue"",""price"":90.95,""rating"":""0.6"",""weight"":11.68,""material"":""Nylon"",""inventory"":406,""dimensions"":{""width"":487,""height"":54,""length"":29},""createdDate"":""2025-05-07T07:02:14.085Z"",""description"":""A premium music product"",""lastModified"":""2026-03-20T23:55:51.819Z""}"
2,REC-000016,Analytics,Conversion,Analytics,Traffic,"{""sku"":""SKU-28BYKZHY"",""upc"":""555962277683"",""name"":""פריט_ytt5on"",""size"":""L"",""tags"":[""מזון"",""מזון"",""מוזיקה"",""אמנות"",""ביגוד""],""brand"":""פרמיום"",""color"":""בסיסי"",""price"":9.98,""rating"":""0.8"",""weight"":19.18,""material"":""פלסטיק"",""inventory"":753,""dimensions"":{""width"":458,""height"":425,""length"":177},""createdDate"":""2025-10-23T02:51:43.720Z"",""description"":""מוצר אמנות צרכני"",""lastModified"":""2026-03-24T05:56:07.552Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Review"",""verified"":false,""confidence"":""46.86"",""department"":""Sales"",""dataQuality"":""High"",""lastChecked"":""2026-03-27T05:36:42.034Z""}","{""sku"":""SKU-28BYKZHY"",""upc"":""555962277683"",""name"":""Item_ytt5on"",""size"":""L"",""tags"":[""food"",""food"",""music"",""art"",""clothing""],""brand"":""Premium"",""color"":""basic"",""price"":9.98,""rating"":""0.8"",""weight"":19.18,""material"":""Plastic"",""inventory"":753,""dimensions"":{""width"":458,""height"":425,""length"":177},""createdDate"":""2025-10-23T02:51:43.720Z"",""description"":""A consumer art product"",""lastModified"":""2026-03-24T05:56:07.552Z""}"
2,REC-000017,Product,Licensed,Product,Physical,"{""sku"":""SKU-F8C4L35Y"",""upc"":""872209761982"",""name"":""פריט_b8701m"",""size"":""One Size"",""tags"":[""ריהוט"",""ספרים""],""brand"":""מותג א"",""color"":""דלוקס"",""price"":70.97,""rating"":""3.4"",""weight"":39.77,""material"":""עץ"",""inventory"":910,""dimensions"":{""width"":72,""height"":226,""length"":497},""createdDate"":""2025-06-07T20:31:21.405Z"",""description"":""מוצר אלקטרוניקה סטנדרטי"",""lastModified"":""2026-02-28T23:06:58.927Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":true,""confidence"":""3.92"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-03-15T07:03:25.261Z""}","{""sku"":""SKU-F8C4L35Y"",""upc"":""872209761982"",""name"":""Item_b8701m"",""size"":""One Size"",""tags"":[""furniture"",""books""],""brand"":""BrandA"",""color"":""deluxe"",""price"":70.97,""rating"":""3.4"",""weight"":39.77,""material"":""Wood"",""inventory"":910,""dimensions"":{""width"":72,""height"":226,""length"":497},""createdDate"":""2025-06-07T20:31:21.405Z"",""description"":""A standard electronics product"",""lastModified"":""2026-02-28T23:06:58.927Z""}"
2,REC-000018,User,Individual,User,Influencer,"{""sku"":""SKU-68YJZQ6I"",""upc"":""639981670645"",""name"":""פריט_9pg919i"",""size"":""XS"",""tags"":[""אמנות""],""brand"":""גנרי"",""color"":""בסיסי"",""price"":85.32,""rating"":""5.0"",""weight"":10.99,""material"":""כותנה"",""inventory"":335,""dimensions"":{""width"":358,""height"":464,""length"":238},""createdDate"":""2025-04-10T12:16:49.723Z"",""description"":""מוצר ריהוט פרמיום"",""lastModified"":""2026-03-22T01:41:17.482Z""}","{""region"":""LATAM"",""source"":""API"",""status"":""Active"",""verified"":false,""confidence"":""31.17"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-02-27T22:28:57.144Z""}","{""sku"":""SKU-68YJZQ6I"",""upc"":""639981670645"",""name"":""Item_9pg919i"",""size"":""XS"",""tags"":[""art""],""brand"":""Generic"",""color"":""basic"",""price"":85.32,""rating"":""5.0"",""weight"":10.99,""material"":""Cotton"",""inventory"":335,""dimensions"":{""width"":358,""height"":464,""length"":238},""createdDate"":""2025-04-10T12:16:49.723Z"",""description"":""A premium furniture product"",""lastModified"":""2026-03-22T01:41:17.482Z""}"
2,REC-000019,Security,VPN,Security,Access Control,"{""sku"":""SKU-844GEI74"",""upc"":""583385499418"",""name"":""פריט_mqu5vf"",""size"":""One Size"",""tags"":[""בית""],""brand"":""פרמיום"",""color"":""סטנדרטי"",""price"":64.11,""rating"":""4.5"",""weight"":99.68,""material"":""עץ"",""inventory"":53,""dimensions"":{""width"":1,""height"":334,""length"":99},""createdDate"":""2025-07-11T15:36:17.768Z"",""description"":""מוצר אמנות כחול"",""lastModified"":""2026-03-15T13:20:09.055Z""}","{""region"":""APAC"",""source"":""Manual Entry"",""status"":""Archived"",""verified"":false,""confidence"":""16.75"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-10T22:31:22.770Z""}","{""sku"":""SKU-844GEI74"",""upc"":""583385499418"",""name"":""Item_mqu5vf"",""size"":""One Size"",""tags"":[""home""],""brand"":""Premium"",""color"":""standard"",""price"":64.11,""rating"":""4.5"",""weight"":99.68,""material"":""Wood"",""inventory"":53,""dimensions"":{""width"":1,""height"":334,""length"":99},""createdDate"":""2025-07-11T15:36:17.768Z"",""description"":""A blue art product"",""lastModified"":""2026-03-15T13:20:09.055Z""}"
2,REC-000020,Complaint,Safety,Complaint,Pricing,"{""sku"":""SKU-VDOVH0SB"",""upc"":""25732940437"",""name"":""פריט_1qq16e"",""size"":""XS"",""tags"":[""אמנות"",""בית"",""מזון"",""מזון""],""brand"":""פרמיום"",""color"":""גדול"",""price"":64.24,""rating"":""2.0"",""weight"":99,""material"":""זכוכית"",""inventory"":670,""dimensions"":{""width"":353,""height"":118,""length"":267},""createdDate"":""2025-06-27T00:50:44.610Z"",""description"":""מוצר אמנות סטנדרטי"",""lastModified"":""2026-03-27T05:12:42.593Z""}","{""region"":""LATAM"",""source"":""API"",""status"":""Pending"",""verified"":true,""confidence"":""14.46"",""department"":""Support"",""dataQuality"":""Low"",""lastChecked"":""2026-02-26T19:17:33.526Z""}","{""sku"":""SKU-VDOVH0SB"",""upc"":""25732940437"",""name"":""Item_1qq16e"",""size"":""XS"",""tags"":[""art"",""home"",""food"",""food""],""brand"":""Premium"",""color"":""large"",""price"":64.24,""rating"":""2.0"",""weight"":99,""material"":""Glass"",""inventory"":670,""dimensions"":{""width"":353,""height"":118,""length"":267},""createdDate"":""2025-06-27T00:50:44.610Z"",""description"":""A standard art product"",""lastModified"":""2026-03-27T05:12:42.593Z""}"
2,REC-000021,Alert,Security,Alert,Error,"{""sku"":""SKU-1JEXGYJU"",""upc"":""286285480292"",""name"":""פריט_556vb"",""size"":""XS"",""tags"":[""ביגוד"",""מוזיקה"",""בית""],""brand"":""מותג ב"",""color"":""דלוקס"",""price"":57.71,""rating"":""1.0"",""weight"":94.89,""material"":""מתכת"",""inventory"":960,""dimensions"":{""width"":3,""height"":374,""length"":82},""createdDate"":""2025-05-21T18:55:41.500Z"",""description"":""מוצר ביגוד סטנדרטי"",""lastModified"":""2026-03-06T18:20:05.756Z""}","{""region"":""EU"",""source"":""API"",""status"":""Pending"",""verified"":false,""confidence"":""32.08"",""department"":""Finance"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-05T14:20:09.461Z""}","{""sku"":""SKU-1JEXGYJU"",""upc"":""286285480292"",""name"":""Item_556vb"",""size"":""XS"",""tags"":[""clothing"",""music"",""home""],""brand"":""BrandB"",""color"":""deluxe"",""price"":57.71,""rating"":""1.0"",""weight"":94.89,""material"":""Metal"",""inventory"":960,""dimensions"":{""width"":3,""height"":374,""length"":82},""createdDate"":""2025-05-21T18:55:41.500Z"",""description"":""A standard clothing product"",""lastModified"":""2026-03-06T18:20:05.756Z""}"
2,REC-000022,Communication,SMS,Communication,WhatsApp,"{""sku"":""SKU-I213M0UI"",""upc"":""157886394405"",""name"":""פריט_ae0b5m"",""size"":""XL"",""tags"":[""בית"",""ספרים"",""אלקטרוניקה"",""מוזיקה""],""brand"":""מותג ב"",""color"":""סטנדרטי"",""price"":87.8,""rating"":""2.5"",""weight"":63.41,""material"":""צמר"",""inventory"":118,""dimensions"":{""width"":72,""height"":430,""length"":475},""createdDate"":""2025-10-10T11:25:09.606Z"",""description"":""מוצר ספרים קטן"",""lastModified"":""2026-02-28T17:20:10.343Z""}","{""region"":""LATAM"",""source"":""Manual Entry"",""status"":""Active"",""verified"":true,""confidence"":""42.34"",""department"":""Finance"",""dataQuality"":""Low"",""lastChecked"":""2026-03-12T18:25:51.798Z""}","{""sku"":""SKU-I213M0UI"",""upc"":""157886394405"",""name"":""Item_ae0b5m"",""size"":""XL"",""tags"":[""home"",""books"",""electronics"",""music""],""brand"":""BrandB"",""color"":""standard"",""price"":87.8,""rating"":""2.5"",""weight"":63.41,""material"":""Wool"",""inventory"":118,""dimensions"":{""width"":72,""height"":430,""length"":475},""createdDate"":""2025-10-10T11:25:09.606Z"",""description"":""A small books product"",""lastModified"":""2026-02-28T17:20:10.343Z""}"
