benchmark_id,request_id,true_type,true_subtype,pred_type,pred_subtype,attributes,metadata,attributes_en
3,REC-000011,Shipping,White Glove,Shipping,White Glove,"{""sku"":""SKU-K352HMSZ"",""upc"":""834796362346"",""name"":""פריט_mxuqr"",""size"":""L"",""tags"":[""אמנות"",""ביגוד""],""brand"":""מותג ה"",""color"":""כחול"",""price"":52.3,""rating"":""1.9"",""weight"":9.29,""material"":""פלסטיק"",""inventory"":51,""dimensions"":{""width"":465,""height"":418,""length"":273},""createdDate"":""2025-08-17T20:50:21.541Z"",""description"":""מוצר בית סטנדרטי"",""lastModified"":""2026-03-15T03:12:30.064Z""}","{""region"":""MENA"",""source"":""User Submission"",""status"":""Pending"",""verified"":false,""confidence"":""17.26"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-20T12:56:32.172Z""}","{""sku"":""SKU-K352HMSZ"",""upc"":""834796362346"",""name"":""Item_mxuqr"",""size"":""L"",""tags"":[""art"",""clothing""],""brand"":""BrandE"",""color"":""blue"",""price"":52.3,""rating"":""1.9"",""weight"":9.29,""material"":""Plastic"",""inventory"":51,""dimensions"":{""width"":465,""height"":418,""length"":273},""createdDate"":""2025-08-17T20:50:21.541Z"",""description"":""A standard home product"",""lastModified"":""2026-03-15T03:12:30.064Z""}"
3,REC-000012,Security,Encryption,Security,Encryption,"{""sku"":""SKU-S23OIYDB"",""upc"":""478230123953"",""name"":""פריט_yc4fsv"",""size"":""M"",""tags"":[""ספרים"",""אמנות"",""מזון"",""מוזיקה""],""brand"":""פרמיום"",""color"":""גדול"",""price"":57.63,""rating"":""1.9"",""weight"":70.07,""material"":""זכוכית"",""inventory"":934,""dimensions"":{""width"":315,""height"":429,""length"":13},""createdDate"":""2025-07-23T14:10:28.702Z"",""description"":""מוצר אלקטרוניקה גדול"",""lastModified"":""2026-03-09T08:34:56.406Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Archived"",""verified"":false,""confidence"":""79.19"",""department"":""Operations"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-22T05:36:53.361Z""}","{""sku"":""SKU-S23OIYDB"",""upc"":""478230123953"",""name"":""Item_yc4fsv"",""size"":""M"",""tags"":[""books"",""art"",""food"",""music""],""brand"":""Premium"",""color"":""large"",""price"":57.63,""rating"":""1.9"",""weight"":70.07,""material"":""Glass"",""inventory"":934,""dimensions"":{""width"":315,""height"":429,""length"":13},""createdDate"":""2025-07-23T14:10:28.702Z"",""description"":""A large electronics product"",""lastModified"":""2026-03-09T08:34:56.406Z""}"
3,REC-000013,Content,Document,Content,Document,"{""sku"":""SKU-5GQDU7FA"",""upc"":""513824921631"",""name"":""פריט_7ob8wk"",""size"":""XL"",""tags"":[""ספורט"",""אמנות""],""brand"":""מותג ג"",""color"":""בסיסי"",""price"":26.97,""rating"":""4.7"",""weight"":98.42,""material"":""מתכת"",""inventory"":975,""dimensions"":{""width"":46,""height"":107,""length"":374},""createdDate"":""2025-10-24T22:32:54.846Z"",""description"":""מוצר צעצועים כחול"",""lastModified"":""2026-03-10T13:40:37.015Z""}","{""region"":""EU"",""source"":""Import"",""status"":""Review"",""verified"":true,""confidence"":""97.15"",""department"":""Finance"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-08T17:09:17.053Z""}","{""sku"":""SKU-5GQDU7FA"",""upc"":""513824921631"",""name"":""Item_7ob8wk"",""size"":""XL"",""tags"":[""sports"",""art""],""brand"":""BrandC"",""color"":""basic"",""price"":26.97,""rating"":""4.7"",""weight"":98.42,""material"":""Metal"",""inventory"":975,""dimensions"":{""width"":46,""height"":107,""length"":374},""createdDate"":""2025-10-24T22:32:54.846Z"",""description"":""A blue toys product"",""lastModified"":""2026-03-10T13:40:37.015Z""}"
3,REC-000014,System,Backup,System,Backup,"{""sku"":""SKU-6M97E976"",""upc"":""589992845293"",""name"":""פריט_6o2v6j"",""size"":""One Size"",""tags"":[""מזון"",""צעצועים"",""צעצועים"",""אלקטרוניקה""],""brand"":""מותג ב"",""color"":""פרמיום"",""price"":13.65,""rating"":""3.1"",""weight"":45.39,""material"":""זכוכית"",""inventory"":833,""dimensions"":{""width"":53,""height"":366,""length"":10},""createdDate"":""2026-02-06T03:17:01.714Z"",""description"":""מוצר מזון דלוקס"",""lastModified"":""2026-03-05T05:21:58.941Z""}","{""region"":""MENA"",""source"":""Manual Entry"",""status"":""Pending"",""verified"":false,""confidence"":""76.92"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-03-04T02:53:04.787Z""}","{""sku"":""SKU-6M97E976"",""upc"":""589992845293"",""name"":""Item_6o2v6j"",""size"":""One Size"",""tags"":[""food"",""toys"",""toys"",""electronics""],""brand"":""BrandB"",""color"":""premium"",""price"":13.65,""rating"":""3.1"",""weight"":45.39,""material"":""Glass"",""inventory"":833,""dimensions"":{""width"":53,""height"":366,""length"":10},""createdDate"":""2026-02-06T03:17:01.714Z"",""description"":""A deluxe food product"",""lastModified"":""2026-03-05T05:21:58.941Z""}"
3,REC-000015,Analytics,Funnel,Analytics,Funnel,"{""sku"":""SKU-7TZP3GAY"",""upc"":""625230070560"",""name"":""פריט_boa5v9"",""size"":""XXL"",""tags"":[""אמנות"",""ספרים""],""brand"":""מותג א"",""color"":""סטנדרטי"",""price"":37.23,""rating"":""0.8"",""weight"":87.13,""material"":""עור"",""inventory"":164,""dimensions"":{""width"":358,""height"":221,""length"":499},""createdDate"":""2026-03-27T02:50:05.614Z"",""description"":""מוצר צעצועים גדול"",""lastModified"":""2026-03-27T09:54:06.474Z""}","{""region"":""APAC"",""source"":""Web Scrape"",""status"":""Pending"",""verified"":false,""confidence"":""85.71"",""department"":""Sales"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-08T17:00:02.981Z""}","{""sku"":""SKU-7TZP3GAY"",""upc"":""625230070560"",""name"":""Item_boa5v9"",""size"":""XXL"",""tags"":[""art"",""books""],""brand"":""BrandA"",""color"":""standard"",""price"":37.23,""rating"":""0.8"",""weight"":87.13,""material"":""Leather"",""inventory"":164,""dimensions"":{""width"":358,""height"":221,""length"":499},""createdDate"":""2026-03-27T02:50:05.614Z"",""description"":""A large toys product"",""lastModified"":""2026-03-27T09:54:06.474Z""}"
3,REC-000016,Security,Role,Security,Role,"{""sku"":""SKU-895NPH5P"",""upc"":""56488054466"",""name"":""פריט_1hdue7"",""size"":""S"",""tags"":[""אלקטרוניקה"",""ספורט"",""ריהוט"",""צעצועים"",""אלקטרוניקה""],""brand"":""פרמיום"",""color"":""פרמיום"",""price"":62.55,""rating"":""1.3"",""weight"":13.88,""material"":""עור"",""inventory"":815,""dimensions"":{""width"":138,""height"":376,""length"":102},""createdDate"":""2025-07-16T09:31:27.987Z"",""description"":""מוצר אמנות פרמיום"",""lastModified"":""2026-03-25T16:20:02.372Z""}","{""region"":""MENA"",""source"":""API"",""status"":""Pending"",""verified"":false,""confidence"":""69.19"",""department"":""Operations"",""dataQuality"":""Low"",""lastChecked"":""2026-03-24T01:40:52.865Z""}","{""sku"":""SKU-895NPH5P"",""upc"":""56488054466"",""name"":""Item_1hdue7"",""size"":""S"",""tags"":[""electronics"",""sports"",""furniture"",""toys"",""electronics""],""brand"":""Premium"",""color"":""premium"",""price"":62.55,""rating"":""1.3"",""weight"":13.88,""material"":""Leather"",""inventory"":815,""dimensions"":{""width"":138,""height"":376,""length"":102},""createdDate"":""2025-07-16T09:31:27.987Z"",""description"":""A premium art product"",""lastModified"":""2026-03-25T16:20:02.372Z""}"
3,REC-000017,Payment,Gift Card,Payment,Gift Card,"{""sku"":""SKU-ODH963AO"",""upc"":""465702053166"",""name"":""פריט_q6vxmf"",""size"":""L"",""tags"":[""ביגוד"",""ביגוד""],""brand"":""מותג א"",""color"":""מקצועי"",""price"":1.16,""rating"":""2.4"",""weight"":70.67,""material"":""ניילון"",""inventory"":708,""dimensions"":{""width"":423,""height"":24,""length"":423},""createdDate"":""2025-09-19T00:22:41.251Z"",""description"":""מוצר צעצועים פרמיום"",""lastModified"":""2026-02-28T22:49:02.665Z""}","{""region"":""APAC"",""source"":""User Submission"",""status"":""Pending"",""verified"":false,""confidence"":""21.85"",""department"":""Finance"",""dataQuality"":""High"",""lastChecked"":""2026-03-12T19:52:27.201Z""}","{""sku"":""SKU-ODH963AO"",""upc"":""465702053166"",""name"":""Item_q6vxmf"",""size"":""L"",""tags"":[""clothing"",""clothing""],""brand"":""BrandA"",""color"":""professional"",""price"":1.16,""rating"":""2.4"",""weight"":70.67,""material"":""Nylon"",""inventory"":708,""dimensions"":{""width"":423,""height"":24,""length"":423},""createdDate"":""2025-09-19T00:22:41.251Z"",""description"":""A premium toys product"",""lastModified"":""2026-02-28T22:49:02.665Z""}"
3,REC-000018,Event,In Person,Event,In Person,"{""sku"":""SKU-NKNODPPI"",""upc"":""886296586282"",""name"":""פריט_cmt5h"",""size"":""XXL"",""tags"":[""מזון"",""ביגוד"",""בית""],""brand"":""פרמיום"",""color"":""כחול"",""price"":26.25,""rating"":""0.2"",""weight"":23.72,""material"":""עור"",""inventory"":832,""dimensions"":{""width"":259,""height"":482,""length"":277},""createdDate"":""2025-04-09T09:26:18.293Z"",""description"":""מוצר ריהוט קטן"",""lastModified"":""2026-03-05T19:08:10.702Z""}","{""region"":""US"",""source"":""Manual Entry"",""status"":""Active"",""verified"":false,""confidence"":""72.92"",""department"":""Marketing"",""dataQuality"":""High"",""lastChecked"":""2026-03-16T18:15:29.496Z""}","{""sku"":""SKU-NKNODPPI"",""upc"":""886296586282"",""name"":""Item_cmt5h"",""size"":""XXL"",""tags"":[""food"",""clothing"",""home""],""brand"":""Premium"",""color"":""blue"",""price"":26.25,""rating"":""0.2"",""weight"":23.72,""material"":""Leather"",""inventory"":832,""dimensions"":{""width"":259,""height"":482,""length"":277},""createdDate"":""2025-04-09T09:26:18.293Z"",""description"":""A small furniture product"",""lastModified"":""2026-03-05T19:08:10.702Z""}"
3,REC-000019,Product,Refurbished,Product,Refurbished,"{""sku"":""SKU-3G308VKF"",""upc"":""745219346024"",""name"":""פריט_8wz18g"",""size"":""S"",""tags"":[""מוזיקה"",""מוזיקה"",""ספרים"",""אלקטרוניקה"",""מזון""],""brand"":""מותג ה"",""color"":""כחול"",""price"":52.17,""rating"":""0.3"",""weight"":58.36,""material"":""מתכת"",""inventory"":592,""dimensions"":{""width"":498,""height"":257,""length"":449},""createdDate"":""2025-04-05T20:40:15.255Z"",""description"":""מוצר ריהוט גדול"",""lastModified"":""2026-03-03T15:56:32.140Z""}","{""region"":""US"",""source"":""API"",""status"":""Inactive"",""verified"":true,""confidence"":""3.08"",""department"":""Operations"",""dataQuality"":""High"",""lastChecked"":""2026-02-27T01:00:36.008Z""}","{""sku"":""SKU-3G308VKF"",""upc"":""745219346024"",""name"":""Item_8wz18g"",""size"":""S"",""tags"":[""music"",""music"",""books"",""electronics"",""food""],""brand"":""BrandE"",""color"":""blue"",""price"":52.17,""rating"":""0.3"",""weight"":58.36,""material"":""Metal"",""inventory"":592,""dimensions"":{""width"":498,""height"":257,""length"":449},""createdDate"":""2025-04-05T20:40:15.255Z"",""description"":""A large furniture product"",""lastModified"":""2026-03-03T15:56:32.140Z""}"
3,REC-000020,Marketing,Referral,Marketing,Referral,"{""sku"":""SKU-GDWCNHBN"",""upc"":""523342659686"",""name"":""פריט_2mag3j"",""size"":""One Size"",""tags"":[""ריהוט"",""צעצועים"",""אלקטרוניקה"",""ספורט""],""brand"":""מותג ב"",""color"":""דלוקס"",""price"":11.3,""rating"":""4.9"",""weight"":24.44,""material"":""עץ"",""inventory"":890,""dimensions"":{""width"":286,""height"":1,""length"":495},""createdDate"":""2025-07-13T12:28:45.987Z"",""description"":""מוצר מוזיקה פרמיום"",""lastModified"":""2026-03-08T03:36:57.590Z""}","{""region"":""US"",""source"":""Import"",""status"":""Archived"",""verified"":true,""confidence"":""14.06"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-21T19:01:33.303Z""}","{""sku"":""SKU-GDWCNHBN"",""upc"":""523342659686"",""name"":""Item_2mag3j"",""size"":""One Size"",""tags"":[""furniture"",""toys"",""electronics"",""sports""],""brand"":""BrandB"",""color"":""deluxe"",""price"":11.3,""rating"":""4.9"",""weight"":24.44,""material"":""Wood"",""inventory"":890,""dimensions"":{""width"":286,""height"":1,""length"":495},""createdDate"":""2025-07-13T12:28:45.987Z"",""description"":""A premium music product"",""lastModified"":""2026-03-08T03:36:57.590Z""}"
3,REC-000021,Shipping,International,Shipping,International,"{""sku"":""SKU-K4C49W0W"",""upc"":""631190378894"",""name"":""פריט_lxfczd"",""size"":""XXL"",""tags"":[""ספרים"",""צעצועים""],""brand"":""מותג חנות"",""color"":""מקצועי"",""price"":74.82,""rating"":""4.2"",""weight"":30.47,""material"":""פוליאסטר"",""inventory"":463,""dimensions"":{""width"":331,""height"":2,""length"":38},""createdDate"":""2026-03-10T20:13:44.690Z"",""description"":""מוצר אמנות סטנדרטי"",""lastModified"":""2026-03-22T02:28:09.889Z""}","{""region"":""MENA"",""source"":""User Submission"",""status"":""Active"",""verified"":false,""confidence"":""48.42"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-02-28T11:35:40.395Z""}","{""sku"":""SKU-K4C49W0W"",""upc"":""631190378894"",""name"":""Item_lxfczd"",""size"":""XXL"",""tags"":[""books"",""toys""],""brand"":""Store Brand"",""color"":""professional"",""price"":74.82,""rating"":""4.2"",""weight"":30.47,""material"":""Polyester"",""inventory"":463,""dimensions"":{""width"":331,""height"":2,""length"":38},""createdDate"":""2026-03-10T20:13:44.690Z"",""description"":""A standard art product"",""lastModified"":""2026-03-22T02:28:09.889Z""}"
3,REC-000022,Service,Training,Service,Training,"{""sku"":""SKU-541NJUSI"",""upc"":""352024443305"",""name"":""פריט_xkwdrk"",""size"":""L"",""tags"":[""בית"",""אלקטרוניקה"",""בית"",""ספרים""],""brand"":""מותג חנות"",""color"":""כחול"",""price"":79.63,""rating"":""2.8"",""weight"":67.46,""material"":""משי"",""inventory"":708,""dimensions"":{""width"":388,""height"":57,""length"":232},""createdDate"":""2026-01-05T18:40:46.063Z"",""description"":""מוצר אמנות מקצועי"",""lastModified"":""2026-03-14T18:53:12.539Z""}","{""region"":""LATAM"",""source"":""Import"",""status"":""Review"",""verified"":true,""confidence"":""59.28"",""department"":""Support"",""dataQuality"":""Medium"",""lastChecked"":""2026-03-06T19:32:22.271Z""}",
3,REC-000023,System,Monitoring,System,Monitoring,"{""sku"":""SKU-623QJ8EH"",""upc"":""890533013129"",""name"":""פריט_p87mwq"",""size"":""M"",""tags"":[""מזון"",""אלקטרוניקה"",""אלקטרוניקה"",""צעצועים""],""brand"":""מותג חנות"",""color"":""צרכני"",""price"":19.32,""rating"":""3.0"",""weight"":4.24,""material"":""צמר"",""inventory"":558,""dimensions"":{""width"":91,""height"":133,""length"":48},""createdDate"":""2025-10-14T00:35:48.647Z"",""description"":""מוצר מוזיקה מקצועי"",""lastModified"":""2026-03-10T01:41:30.960Z""}","{""region"":""APAC"",""source"":""User Submission"",""status"":""Review"",""verified"":false,""confidence"":""57.29"",""department"":""Support"",""dataQuality"":""High"",""lastChecked"":""2026-03-03T23:50:22.487Z""}","{""sku"":""SKU-623QJ8EH"",""upc"":""890533013129"",""name"":""Item_p87mwq"",""size"":""M"",""tags"":[""food"",""electronics"",""electronics"",""toys""],""brand"":""Store Brand"",""color"":""consumer"",""price"":19.32,""rating"":""3.0"",""weight"":4.24,""material"":""Wool"",""inventory"":558,""dimensions"":{""width"":91,""height"":133,""length"":48},""createdDate"":""2025-10-14T00:35:48.647Z"",""description"":""A professional music product"",""lastModified"":""2026-03-10T01:41:30.960Z""}"
